rooms,floor,totfloors,lon,lat,m2,price
3,3,6,39.696319,47.288658,100.00,5500000
3,1,3,39.705787,47.222947,75.00,7000000
2,12,21,39.696319,47.288658,65.00,5200000
2,5,17,39.595519,47.235167,56.00,3800000
2,3,9,39.745582,47.299243,32.00,1850000
2,6,10,39.649121,47.261671,57.00,3650000
1,1,10,39.731605,47.301938,40.00,2500000
2,3,5,39.743723,47.272812,25.00,1730000
2,7,20,39.708293,47.283254,59.00,5000000
1,1,10,39.71972,47.296499,38.00,2100000
1,3,5,39.708725,47.280925,36.00,2250000
2,2,9,39.667438,47.261867,50.00,3200000
1,18,22,39.726421,47.246369,43.00,4700000
1,8,23,39.628541,47.199907,48.00,2850000
2,15,21,39.696319,47.288658,60.00,4350000
1,2,4,39.751242,47.271522,33.00,2000000
1,2,17,39.590291,47.234794,30.00,1950000
1,3,4,39.743139,47.319973,32.00,1350000
2,13,17,39.622441,47.216062,42.00,2800000
3,3,3,39.704781,47.229544,72.00,4800000
2,7,22,39.702329,47.282038,70.00,3040000
1,5,9,39.6827,47.215174,34.00,2300000
3,12,19,39.712596,47.294189,108.00,4300000
1,7,18,39.667213,47.225505,29.00,1940000
2,8,10,39.737264,47.293278,51.00,3450000
1,7,9,39.757943,47.281616,12.00,950000
1,9,9,39.71283,47.291304,36.00,2650000
2,9,9,39.71336,47.297489,54.00,2650000
2,7,10,39.724122,47.299475,40.00,1800000
3,3,10,39.711914,47.29796,63.00,3550000
1,9,14,39.729009,47.301748,51.00,3150000
0,2,2,39.739914,47.275117,18.00,900000
1,4,21,39.751934,47.227023,40.00,4600000
2,2,5,39.821373,47.241004,49.40,2800000
1,8,22,39.703685,47.230957,53.00,4600000
1,2,2,39.715651,47.217629,30.00,1300000
2,21,22,39.704817,47.23417,70.00,5500000
2,6,10,39.736105,47.301822,54.00,2950000
3,13,17,39.709794,47.226068,121.00,16500000
4,10,18,39.726673,47.23294,101.00,6800000
2,4,5,39.810926,47.238826,41.00,2750000
1,8,24,39.600433,47.234004,42.00,2280000
1,4,19,39.591827,47.233209,37.60,2250000
2,10,11,39.762031,47.288389,60.00,3900000
1,2,5,39.731919,47.301003,28.00,2000000
3,4,5,39.744765,47.273436,54.00,2950000
2,4,5,39.6395,47.209439,45.00,2400000
2,8,9,39.778919,47.276163,50.00,3100000
3,3,5,39.706146,47.286078,60.00,3249000
1,2,20,39.667213,47.225505,27.00,2200000
1,5,22,39.701951,47.242325,51.00,3600000
2,8,10,39.618516,47.225732,56.00,4700000
2,10,16,39.629349,47.199405,65.30,4400000
3,14,18,39.726673,47.23294,118.00,7600000
3,2,10,39.623367,47.225609,64.00,3850000
2,3,17,39.728011,47.220022,60.00,6100000
3,4,5,39.748358,47.247733,63.00,3300000
3,8,16,39.70753,47.229703,90.00,9500000
1,12,17,39.686177,47.291591,45.00,3150000
1,3,5,39.730715,47.249727,18.50,1500000
2,5,16,39.7441,47.286977,51.00,2238000
1,1,5,39.816091,47.238428,33.00,1750000
1,9,10,39.758931,47.285773,35.00,2100000
2,5,9,39.755356,47.285657,54.00,3400000
1,3,5,39.739474,47.275649,32.00,2100000
3,7,16,39.718462,47.300618,92.00,4950000
2,3,4,39.810198,47.238238,44.00,2650000
1,4,5,39.661186,47.211238,31.00,2150000
1,14,26,39.625343,47.195456,37.00,1800000
4,6,9,39.710368,47.226154,170.00,20000000
1,6,17,39.640848,47.23417,27.00,1580000
1,15,17,39.703317,47.298522,37.00,1500000
2,1,4,39.679098,47.218792,46.00,3000000
3,9,10,39.693175,47.289923,84.00,4900000
1,14,17,39.592914,47.234916,38.00,2800000
0,6,9,39.743319,47.296597,24.00,1690000
0,4,5,39.742995,47.272079,19.00,1100000
4,3,10,39.626969,47.231428,120.00,6350000
3,8,9,39.702356,47.293431,64.00,3000000
2,2,5,39.736096,47.275698,44.00,2350000
1,6,20,39.595636,47.232817,38.00,2300000
0,2,4,39.712875,47.222451,35.00,2000000
1,5,10,39.764474,47.285742,40.00,2450000
3,5,10,39.704934,47.282563,70.00,4500000
3,3,5,39.770241,47.257641,58.00,2990000
1,9,10,39.701969,47.290461,39.00,2400000
2,7,16,39.595636,47.232817,56.00,3320000
1,3,5,39.773107,47.252143,31.00,2200000
2,9,10,39.629287,47.200715,65.00,4400000
1,6,10,39.65134,47.199429,42.00,2700000
2,3,9,39.623762,47.211379,45.00,2500000
1,1,3,39.743139,47.319973,26.00,1470000
1,5,8,39.729763,47.224979,10.00,990000
1,4,17,39.781012,47.242662,30.00,1700000
1,14,18,39.66636,47.226319,38.00,1980000
1,5,26,39.625343,47.195456,40.00,1870000
1,21,23,39.701951,47.242325,43.00,3400000
2,2,17,39.697091,47.291445,96.00,6700000
2,4,4,39.723035,47.228761,55.00,3350000
2,3,16,39.628316,47.22575,69.00,3900000
2,7,9,39.651196,47.259458,50.00,2790000
1,15,19,39.667213,47.225505,29.00,2200000
1,13,17,39.619441,47.215425,36.00,2700000
2,5,9,39.717582,47.23349,54.00,3880000
3,9,14,39.765489,47.256381,70.00,5000000
2,5,9,39.7441,47.286977,38.00,1500000
2,2,5,39.710557,47.22881,40.90,3500000
1,4,18,39.708428,47.283169,56.00,3600000
4,7,12,39.709425,47.293621,125.00,7500000
3,10,17,39.726673,47.23294,105.00,10500000
1,17,17,39.590291,47.234794,29.00,2150000
0,2,9,39.718947,47.284214,17.00,1000000
3,6,14,39.717771,47.295051,64.00,4100000
1,13,20,39.598986,47.232811,40.00,2650000
1,9,16,39.629349,47.199405,42.00,2700000
1,23,25,39.600433,47.234004,44.00,2200000
1,2,5,39.618336,47.204015,17.00,1200000
2,4,5,39.720097,47.249109,45.00,2300000
2,9,10,39.764681,47.288401,62.00,3150000
2,14,18,39.634676,47.203446,52.00,4430000
1,7,9,39.640039,47.208508,32.40,1950000
2,5,9,39.702194,47.248534,48.00,2600000
2,7,10,39.714591,47.234115,54.00,3800000
3,4,10,39.629089,47.201701,80.00,5200000
1,9,11,39.80082,47.238508,41.00,3200000
2,14,15,39.674175,47.312808,55.00,2546000
1,4,4,39.66053,47.217953,29.00,2000000
2,3,4,39.770403,47.25092,43.00,3000000
1,6,23,39.702329,47.282038,36.00,2000000
2,3,5,39.638701,47.207345,45.00,2700000
1,6,10,39.683203,47.230535,33.00,2550000
1,8,17,39.595519,47.235167,38.00,2700000
2,20,25,39.625343,47.195456,72.00,2900000
2,5,5,39.680455,47.216086,60.00,3750000
1,2,5,39.738315,47.28881,31.00,1990000
3,2,9,39.628828,47.22649,65.00,3800000
1,3,3,39.712875,47.215933,35.00,2100000
2,5,9,39.835252,47.240857,53.50,2400000
1,7,17,39.603164,47.233166,27.00,2150000
3,5,20,39.62131,47.229923,83.00,6500000
1,13,15,39.711716,47.272635,42.00,3750000
1,3,5,39.709156,47.249409,31.00,2450000
1,6,17,39.625882,47.224581,46.00,3200000
0,5,9,39.741845,47.288572,35.00,1700000
0,3,4,39.661329,47.215229,100.00,750000
1,8,10,39.622441,47.216062,58.00,4000000
4,2,9,39.626969,47.231428,120.00,6350000
2,9,9,39.621103,47.208398,49.00,3550000
1,5,10,39.734057,47.302366,38.00,2700000
1,6,19,39.592959,47.23286,38.00,2550000
2,4,5,39.779332,47.231741,45.00,3150000
1,1,2,39.711384,47.215609,11.00,820000
1,8,10,39.633814,47.226613,40.00,2550000
1,4,10,39.698403,47.248822,44.00,2200000
1,9,13,39.651214,47.215278,44.00,3200000
0,2,5,39.773152,47.240624,15.00,1250000
1,4,22,39.702329,47.282038,41.00,1350000
3,7,9,39.719828,47.300166,60.00,3100000
3,7,17,39.598986,47.232811,70.00,3650000
2,2,12,39.621319,47.215713,57.50,4200000
2,8,10,39.752077,47.269156,60.00,3000000
2,1,5,39.814834,47.240288,44.00,2200000
1,8,9,39.69498,47.292459,40.00,2450000
1,5,16,39.706281,47.293303,43.00,3700000
3,6,16,39.715157,47.235565,125.00,9500000
1,5,10,39.635296,47.203654,46.00,3250000
1,2,2,39.711967,47.216288,24.00,1300000
1,4,26,39.625343,47.195456,38.00,2000000
3,3,5,39.702903,47.250106,58.00,3100000
2,4,5,39.707772,47.284061,48.00,2500000
3,5,10,39.763737,47.280173,63.00,3300000
2,7,17,39.715624,47.274011,64.00,4200000
1,6,17,39.592914,47.234916,28.00,1650000
2,8,10,39.751377,47.297636,56.00,2800000
1,7,28,39.621992,47.194029,36.00,2250000
1,6,28,39.677688,47.197862,37.00,2400000
1,2,5,39.654817,47.199913,26.00,1650000
1,3,5,39.664959,47.215823,26.40,2000000
1,3,9,39.626367,47.20104,36.00,2000000
2,4,10,39.759758,47.287606,56.00,3300000
2,5,10,39.730706,47.248895,45.00,2850000
2,9,18,39.827284,47.239101,50.00,4200000
3,4,5,39.642438,47.208551,52.00,2600000
1,6,10,39.720241,47.250173,41.00,3100000
1,14,18,39.725397,47.250803,43.00,2700000
3,6,17,39.715157,47.235565,125.00,8600000
2,7,9,39.694019,47.29392,44.00,2700000
1,7,17,39.755203,47.247751,50.00,3600000
2,11,21,39.697208,47.28856,60.00,5500000
3,5,23,39.622441,47.216062,75.00,3250000
3,12,18,39.591548,47.234794,71.00,4500000
2,1,2,39.775649,47.224281,30.00,1300000
1,10,18,39.590291,47.234794,27.00,2250000
1,2,5,39.819747,47.240465,30.00,1900000
1,2,5,39.615533,47.202772,32.00,1800000
2,9,10,39.649454,47.204358,53.00,3600000
1,10,10,39.736105,47.301822,46.00,2600000
2,3,9,39.717241,47.295442,52.00,3150000
1,20,26,39.677688,47.197862,34.00,2450000
2,7,9,39.707368,47.289911,55.00,3600000
3,1,3,39.740444,47.225995,65.40,3800000
3,17,19,39.725101,47.234739,86.00,6500000
3,5,18,39.69869,47.293877,92.00,5900000
2,8,10,39.61556,47.234904,50.00,3700000
3,16,23,39.702508,47.281249,137.00,4650000
1,3,16,39.595636,47.232817,28.00,2500000
2,7,9,39.720591,47.297,54.00,2800000
3,9,10,39.705832,47.234457,130.00,13000000
3,5,5,39.683482,47.265665,59.00,2800000
1,11,14,39.70364,47.282869,46.00,3700000
0,8,9,39.624274,47.21346,30.00,1950000
3,16,19,39.695771,47.291109,90.00,6000000
2,5,10,39.667438,47.261867,53.60,2400000
3,4,6,39.697208,47.28856,100.00,5500000
1,5,5,39.730778,47.249348,33.00,1850000
3,8,9,39.705679,47.292404,64.00,3450000
1,8,17,39.590291,47.234794,30.00,2200000
2,2,5,39.6395,47.209439,46.00,2600000
1,2,4,39.720564,47.219006,15.00,1000000
2,5,5,39.736096,47.275698,42.00,1900000
2,4,5,39.724185,47.232811,43.00,3300000
3,8,9,39.616468,47.212469,64.00,3400000
3,3,5,39.716504,47.229899,82.00,4600000
3,14,14,39.756048,47.248271,66.00,3900000
3,4,10,39.69163,47.291848,120.00,7000000
2,5,16,39.629287,47.200715,55.00,3550000
2,15,16,39.721876,47.285834,70.00,4800000
4,7,18,39.704817,47.23417,172.00,12500000
2,3,14,39.705122,47.29554,52.00,3000000
3,8,9,39.709371,47.282123,100.00,6900000
5,14,20,39.731838,47.226802,175.00,17500000
4,16,23,39.695897,47.222916,129.00,12300000
5,4,6,39.719037,47.222733,181.00,13000000
1,6,9,39.702805,47.296731,40.00,2000000
1,14,23,39.702329,47.282038,27.00,1600000
1,16,21,39.751934,47.227023,43.00,4500000
0,1,5,39.710997,47.258583,14.00,800000
2,4,9,39.616629,47.213167,54.00,3200000
2,4,10,39.744307,47.30085,54.00,3400000
1,8,10,39.614958,47.216043,46.00,2800000
1,14,21,39.696319,47.288658,45.00,3500000
0,1,9,39.727958,47.301217,31.00,1800000
1,3,3,39.717645,47.219734,16.00,1150000
0,2,9,39.764231,47.279641,24.00,1600000
2,6,11,39.801503,47.238465,65.00,4700000
2,7,9,39.724463,47.233607,44.00,4000000
1,4,5,39.778793,47.235589,21.00,989000
1,7,9,39.716809,47.23297,35.00,3200000
2,3,8,39.724751,47.226864,86.00,14500000
1,4,6,39.720618,47.293254,28.00,1600000
2,1,9,39.702805,47.296731,48.00,2650000
3,2,3,39.565677,47.224379,60.00,2600000
2,6,10,39.74083,47.295607,56.00,3950000
1,2,4,39.712875,47.222451,35.00,2000000
0,4,9,39.748277,47.298473,30.00,2180000
2,4,5,39.703362,47.223853,52.00,4200000
2,5,9,39.799194,47.23718,57.00,4700000
3,4,4,39.787713,47.26841,48.00,2700000
5,17,18,39.711967,47.295973,170.00,6200000
5,2,13,39.727688,47.22288,240.00,25000000
3,5,5,39.813064,47.237529,48.00,2880000
1,3,5,39.822927,47.237345,19.00,1400000
2,8,21,39.711967,47.295973,81.00,4250000
3,6,6,39.748125,47.270477,60.00,2550000
2,14,18,39.708293,47.283254,76.00,5000000
2,8,9,39.695888,47.290473,55.00,3000000
2,4,5,39.702347,47.249562,43.00,2900000
1,4,17,39.595636,47.232817,25.40,1620000
3,10,10,39.707287,47.299481,77.00,4950000
3,2,9,39.728649,47.299995,65.00,3200000
2,2,18,39.634676,47.203446,50.00,3400000
3,4,5,39.811052,47.230211,67.00,3300000
3,4,17,39.730913,47.230566,105.00,8600000
1,8,23,39.628388,47.199435,45.00,3000000
1,11,23,39.702329,47.282038,44.00,2275000
1,14,22,39.628541,47.199907,38.00,2600000
3,5,10,39.758931,47.285773,82.00,4500000
3,2,9,39.808698,47.279916,65.00,3600000
3,10,14,39.712596,47.294189,92.00,7000000
2,16,20,39.591827,47.233209,56.50,2800000
3,1,5,39.710548,47.282405,61.00,3000000
1,17,26,39.625343,47.195456,42.00,2350000
2,4,5,39.763243,47.241267,46.00,2500000
4,22,22,39.697576,47.241157,220.00,19400000
1,4,9,39.621067,47.213369,22.00,1550000
1,4,5,39.814834,47.240288,32.00,2170000
1,10,19,39.66636,47.226319,39.00,2670000
0,4,9,39.71336,47.297489,22.00,1600000
2,7,10,39.631047,47.202723,53.60,3300000
3,4,18,39.710377,47.287698,110.00,9000000
0,9,9,39.736779,47.302366,30.00,1650000
2,2,2,39.703272,47.217066,40.00,2500000
1,2,5,39.705266,47.213864,42.00,2830000
2,1,10,39.632242,47.202019,55.00,3100000
2,4,5,39.733967,47.236611,53.00,2850000
1,19,20,39.667213,47.225505,28.00,1870000
3,2,5,39.711734,47.282136,50.00,3500000
1,7,9,39.748277,47.298473,31.00,1800000
1,1,17,39.590291,47.234794,26.00,1900000
1,6,9,39.628316,47.22575,40.00,2300000
2,8,9,39.673457,47.196692,45.00,2900000
3,3,12,39.705122,47.29554,70.00,3700000
4,14,15,39.71292,47.27387,160.00,8000000
2,7,9,39.736105,47.301822,53.00,3000000
1,13,16,39.726673,47.23294,66.00,3950000
1,2,5,39.713611,47.29832,44.00,2400000
2,12,17,39.706317,47.23554,76.00,8200000
2,2,20,39.720403,47.286891,55.00,3098000
1,1,9,39.696867,47.224422,34.00,2650000
2,4,5,39.750047,47.230896,54.00,4100000
1,15,22,39.702329,47.282038,52.00,3600000
1,9,9,39.633886,47.227855,35.00,2200000
2,1,3,39.718507,47.250932,50.00,3000000
1,9,9,39.722666,47.300007,22.00,1460000
3,2,23,39.684515,47.237841,79.00,6550000
1,6,9,39.740309,47.296811,30.00,1900000
3,7,9,39.700379,47.295802,64.00,3500000
2,2,4,39.69251,47.228571,54.00,5700000
3,1,5,39.692905,47.23297,52.00,3650000
3,8,9,39.699032,47.252339,64.00,3500000
2,6,10,39.703658,47.233968,68.00,7100000
3,7,10,39.721912,47.217482,84.00,4300000
2,6,9,39.709228,47.28378,52.00,2700000
1,2,5,39.64392,47.210651,30.00,2040000
2,17,19,39.691917,47.225303,71.00,6400000
2,8,9,39.717106,47.232242,54.00,3500000
1,7,14,39.781012,47.242662,39.00,3000000
3,6,23,39.702508,47.281249,137.00,4550000
3,2,4,39.668094,47.19589,150.00,11895000
3,15,23,39.702508,47.281249,137.00,4600000
3,2,9,39.704718,47.29172,65.00,3699000
1,1,2,39.702859,47.22165,29.00,1500000
3,6,17,39.590794,47.23406,68.00,3900000
3,8,20,39.697208,47.28856,94.00,4200000
0,1,2,39.75691,47.230523,47.00,1250000
1,8,14,39.78121,47.243255,38.00,2400000
1,4,10,39.628325,47.198542,33.00,2300000
3,19,23,39.703685,47.230957,102.00,8100000
2,5,5,39.688243,47.211312,36.00,2300000
1,1,9,39.702688,47.297306,21.50,1600000
1,8,9,39.614644,47.234996,23.00,1600000
3,3,5,39.737722,47.288957,64.00,2860000
3,3,9,39.707368,47.289911,67.00,3200000
2,14,20,39.640848,47.23417,56.50,2600000
1,5,9,39.718292,47.288273,31.00,1690000
1,7,9,39.640039,47.208508,33.00,1950000
1,2,7,39.708015,47.228956,37.00,2800000
1,10,20,39.627364,47.197323,40.00,2150000
1,1,5,39.810324,47.23234,35.00,1700000
3,6,9,39.710225,47.295802,64.00,3400000
1,1,5,39.659317,47.265714,31.00,2000000
3,3,13,39.734021,47.303954,75.00,4600000
2,5,5,39.717887,47.248424,46.00,3200000
1,7,9,39.74366,47.29689,22.00,1550000
1,8,10,39.75947,47.225854,47.00,2950000
2,1,5,39.714609,47.22884,50.00,3500000
2,12,16,39.621211,47.216496,60.00,3150000
1,1,5,39.6873,47.211024,32.00,1850000
1,7,17,39.708428,47.283169,50.00,3795000
4,3,6,39.696319,47.288658,100.00,5500000
2,6,9,39.71884,47.296799,52.00,2700000
4,2,5,39.734228,47.28963,82.00,5200000
0,7,9,39.717887,47.285571,22.00,1800000
3,6,9,39.722666,47.300007,65.00,3400000
3,1,5,39.739824,47.276945,56.00,2350000
2,6,14,39.734021,47.303954,56.00,3550000
3,8,10,39.758401,47.283193,60.00,3900000
2,15,17,39.712075,47.292154,62.00,4300000
2,8,10,39.703658,47.233968,80.00,7500000
2,9,9,39.631371,47.2313,51.20,3200000
1,10,10,39.758931,47.285773,34.00,2200000
1,2,17,39.627149,47.199527,40.00,2000000
3,17,24,39.709434,47.213687,102.00,8390000
3,7,22,39.702329,47.282038,116.00,5100000
1,12,25,39.600433,47.234004,47.00,2670000
1,2,5,39.754871,47.267793,14.00,600000
2,11,14,39.704934,47.282563,64.00,3900000
2,3,5,39.716459,47.226686,57.00,4000000
2,1,5,39.712605,47.294745,48.00,2500000
3,1,16,39.698592,47.291494,70.00,3850000
2,3,5,39.634919,47.204315,48.00,2550000
3,5,5,39.622971,47.209977,59.00,3550000
1,2,5,39.63977,47.210449,31.00,1850000
2,14,23,39.628388,47.199435,71.00,4000000
1,9,10,39.748107,47.287447,34.00,1700000
2,4,12,39.621319,47.215713,60.00,3400000
2,13,14,39.728838,47.300985,80.00,3450000
2,1,3,39.769558,47.270012,66.00,2650000
2,5,5,39.813181,47.237125,47.00,2250000
2,8,15,39.695834,47.293291,53.00,2900000
2,8,23,39.628388,47.199435,44.00,3100000
2,7,9,39.711294,47.28933,51.00,2950000
0,4,9,39.703074,47.284012,22.00,1700000
4,5,5,39.706506,47.285663,65.00,3700000
1,15,19,39.691917,47.225303,45.00,3400000
3,9,16,39.697873,47.293535,89.00,5500000
2,5,12,39.717968,47.234892,48.00,4200000
0,3,9,39.735027,47.302274,23.00,1550000
2,3,5,39.757818,47.240318,45.00,2450000
2,6,14,39.706066,47.282508,86.00,6300000
2,2,2,39.701969,47.21914,36.00,2500000
1,6,10,39.628325,47.198542,33.00,2250000
3,2,9,39.709371,47.282123,90.00,7550000
1,8,16,39.720753,47.21679,56.00,5500000
1,1,5,39.662084,47.215003,30.40,1750000
2,5,23,39.697576,47.241157,64.00,4500000
1,21,28,39.621992,47.194029,37.00,2250000
3,5,5,39.618031,47.202956,63.00,3600000
2,6,9,39.761617,47.282148,52.00,3150000
2,1,5,39.741271,47.287179,42.00,2650000
3,1,10,39.758931,47.285773,69.00,3600000
3,6,10,39.721732,47.284789,160.00,9000000
3,3,21,39.691073,47.224881,110.00,9000000
3,2,10,39.643606,47.25873,62.00,3900000
3,13,17,39.709794,47.226068,115.00,13000000
2,3,5,39.787884,47.268624,47.00,2300000
2,18,19,39.712596,47.294189,76.00,3400000
2,7,10,39.644791,47.256981,54.00,3400000
1,1,5,39.635566,47.212053,33.00,1850000
1,2,5,39.765929,47.231649,33.00,2300000
3,11,22,39.703685,47.230957,80.00,8295000
2,1,5,39.812785,47.263628,50.00,3000000
1,9,9,39.704655,47.280601,18.00,960000
3,5,18,39.711967,47.295973,105.00,5700000
1,10,17,39.66636,47.226319,38.00,2680000
3,5,11,39.730706,47.248895,61.00,3800000
1,2,4,39.753209,47.222757,23.00,850000
3,9,24,39.704934,47.282563,117.00,5300000
1,13,18,39.691917,47.225303,45.00,4750000
2,5,5,39.6714,47.222819,47.00,2500000
1,4,12,39.621319,47.215713,36.00,2150000
1,3,23,39.702329,47.282038,35.00,2250000
3,5,5,39.687156,47.250479,68.00,2900000
2,7,9,39.693175,47.289923,48.00,2600000
1,16,23,39.702329,47.282038,36.00,1970000
3,6,9,39.71884,47.296799,64.00,3500000
1,2,5,39.641504,47.207651,29.00,2400000
2,2,5,39.737722,47.288957,48.00,2300000
1,3,3,39.778389,47.250687,27.00,1100000
0,5,10,39.701358,47.248369,18.00,1100000
2,2,5,39.633661,47.220401,50.00,2400000
1,8,16,39.591548,47.234794,40.00,2450000
1,8,10,39.712947,47.299689,50.00,3500000
2,1,4,39.700694,47.214544,44.00,2650000
1,5,26,39.677688,47.197862,37.00,2300000
2,3,22,39.702329,47.282038,65.00,4170000
1,19,21,39.600244,47.235118,38.00,2750000
3,4,9,39.718911,47.284807,65.00,3990000
2,2,5,39.623915,47.207272,48.00,2600000
1,2,16,39.631982,47.218773,52.00,3150000
1,12,25,39.600433,47.234004,46.00,2670000
3,17,23,39.731838,47.226802,104.00,10100000
3,2,9,39.759318,47.226313,120.00,9000000
0,7,9,39.625496,47.207284,60.00,890000
1,15,19,39.625648,47.199123,50.00,3700000
1,5,5,39.716037,47.265096,32.00,1950000
2,2,9,39.741854,47.297709,51.00,3000000
3,6,9,39.708392,47.295564,64.00,3400000
1,1,1,39.739977,47.224055,22.00,1000000
1,16,25,39.677688,47.197862,42.00,1690000
2,7,10,39.759758,47.287606,62.00,3700000
3,13,18,39.726403,47.233338,118.00,7450000
1,11,15,39.621319,47.215713,39.00,2300000
1,11,21,39.741845,47.25054,43.00,3150000
3,5,5,39.667285,47.267738,60.00,2500000
1,1,5,39.731964,47.250822,12.00,890000
1,1,9,39.738405,47.295234,37.80,2100000
1,3,5,39.742995,47.272079,20.00,1550000
1,1,2,39.702751,47.228632,17.50,1400000
3,5,9,39.622693,47.231588,92.00,4000000
1,2,9,39.63093,47.223767,36.00,2300000
2,22,23,39.701951,47.242325,105.00,5500000
0,5,5,39.739007,47.276609,500.00,750000
1,5,5,39.712533,47.283407,32.00,2300000
1,8,9,39.702805,47.296731,31.00,1915000
2,1,9,39.758401,47.283193,55.00,2650000
1,10,19,39.667213,47.225505,29.00,1800000
1,7,9,39.705329,47.290112,24.00,1480000
2,5,10,39.712363,47.264246,65.00,4400000
2,16,17,39.7441,47.286977,52.00,2297000
2,18,20,39.708293,47.283254,50.00,3200000
1,15,20,39.697487,47.288969,42.00,3000000
2,5,14,39.70364,47.282869,60.00,4500000
1,1,9,39.71283,47.291304,38.00,2340000
1,8,9,39.727275,47.299781,30.00,1670000
3,3,6,39.756802,47.232346,86.80,6200000
2,7,20,39.708428,47.283169,76.00,4500000
2,4,5,39.716037,47.229354,56.00,3700000
1,9,9,39.647415,47.258149,37.00,2500000
3,8,10,39.629394,47.202313,100.00,6500000
3,1,9,39.704718,47.29172,65.00,3300000
2,4,5,39.62228,47.208918,43.00,2790000
4,6,9,39.694253,47.298742,100.00,4200000
1,7,15,39.596588,47.234726,56.00,2800000
2,4,5,39.620151,47.211092,44.00,2650000
4,4,5,39.804835,47.23874,92.00,5000000
1,7,10,39.619441,47.215425,43.00,2250000
3,3,5,39.717474,47.292875,110.00,7000000
2,2,5,39.70558,47.285009,50.00,2300000
1,4,5,39.758958,47.272274,18.30,800000
2,2,2,39.675092,47.247776,57.00,2300000
1,5,5,39.670034,47.210822,32.00,2200000
2,3,5,39.694594,47.238196,42.00,2900000
1,6,10,39.829458,47.244056,40.00,2100000
1,2,9,39.633033,47.224159,25.00,1600000
2,2,4,39.71884,47.296799,75.00,3300000
1,9,9,39.617698,47.234225,30.00,2150000
1,10,17,39.622441,47.216062,42.00,2200000
1,11,17,39.590291,47.234794,27.00,1900000
1,3,5,39.814124,47.240355,31.00,2200000
0,5,5,39.743723,47.272812,15.00,1230000
2,8,16,39.629287,47.200715,60.00,4200000
1,4,5,39.778793,47.235589,21.00,1650000
2,15,17,39.604556,47.235901,56.00,3400000
1,2,17,39.619441,47.215425,39.00,2780000
1,4,5,39.815184,47.237779,30.00,1650000
1,10,10,39.628325,47.198542,35.00,2050000
1,4,26,39.625343,47.195456,38.00,2150000
1,4,4,39.781686,47.231116,18.00,1300000
3,8,18,39.726673,47.23294,102.00,6500000
3,6,9,39.710225,47.295802,64.00,3300000
1,4,9,39.693417,47.291909,40.00,2500000
1,3,5,39.680598,47.221998,31.00,1480000
1,4,9,39.614312,47.21608,38.00,2250000
2,5,5,39.634335,47.207517,46.00,2200000
3,7,9,39.699427,47.293309,70.00,3800000
3,3,9,39.83377,47.24115,65.00,4200000
2,3,9,39.704323,47.29337,51.00,2940000
1,17,18,39.741845,47.25054,41.00,2800000
3,14,22,39.723044,47.229513,145.00,11000000
1,9,10,39.764681,47.288401,40.00,2400000
1,4,10,39.628541,47.199907,33.00,1800000
3,5,10,39.721732,47.284789,150.00,7800000
1,11,25,39.622441,47.216062,46.00,2700000
2,4,5,39.734785,47.237969,60.00,5000000
2,7,9,39.654152,47.261861,51.00,2700000
2,3,5,39.62228,47.208918,45.00,2649000
1,13,16,39.716181,47.272537,39.00,2190000
1,14,22,39.701951,47.242325,51.00,3400000
1,1,9,39.701358,47.248369,17.00,1250000
3,8,9,39.616468,47.212469,64.00,3350000
1,8,23,39.741845,47.25054,48.00,2690000
1,7,10,39.799239,47.237828,47.00,3500000
2,8,9,39.62272,47.226582,55.00,3380000
0,5,9,39.748107,47.287447,36.00,1500000
2,1,9,39.709174,47.287588,52.00,2900000
1,5,9,39.702805,47.296731,31.00,2030000
3,5,10,39.735027,47.302274,85.00,4100000
1,1,5,39.643031,47.211881,30.00,2050000
3,3,5,39.684317,47.258247,50.00,2800000
2,14,22,39.701951,47.242325,65.00,5800000
1,5,5,39.714671,47.246142,29.00,1700000
3,7,16,39.677391,47.210571,125.00,10500000
1,4,5,39.743534,47.271926,20.50,1300000
1,2,21,39.750739,47.224489,36.00,1950000
1,9,27,39.677688,47.197862,37.00,2130000
1,4,10,39.628325,47.198542,27.00,1600000
1,4,4,39.634982,47.260595,57.00,2550000
3,6,10,39.759758,47.287606,84.00,4800000
2,9,9,39.697433,47.292013,45.00,2700000
1,4,5,39.723502,47.249525,31.00,1750000
2,5,11,39.704296,47.235889,80.00,6500000
1,7,17,39.592959,47.23286,41.00,2550000
3,14,17,39.597504,47.235142,75.00,5000000
1,6,17,39.66636,47.226319,29.00,2050000
2,3,14,39.781012,47.242662,42.00,2650000
3,8,17,39.74834,47.22414,120.00,10500000
0,5,9,39.720519,47.286451,31.00,1800000
1,2,2,39.741845,47.25054,30.00,1650000
3,19,21,39.696319,47.288658,96.00,3600000
3,12,16,39.686177,47.291591,86.00,5000000
1,7,9,39.704655,47.280601,13.00,850000
1,10,25,39.625343,47.195456,37.00,2200000
2,5,9,39.710521,47.299035,54.00,3900000
2,4,5,39.64277,47.213203,46.00,2900000
1,8,17,39.719783,47.286903,41.00,3200000
3,4,16,39.626394,47.22903,74.00,4800000
2,1,4,39.772541,47.279654,69.00,3500000
1,19,20,39.695816,47.289795,48.00,2200000
0,9,9,39.722666,47.300007,30.00,1749000
3,8,18,39.723619,47.302482,82.00,4650000
2,8,9,39.689995,47.292948,54.00,3100000
2,3,9,39.764312,47.281702,65.00,3100000
