rooms,floor,totfloors,lon,lat,m2,price
1,9,14,39.728838,47.300985,60.00,3200000
3,10,10,39.713656,47.299561,65.00,3900000
2,1,2,39.656209,47.208533,31.00,1700000
0,2,2,39.7047,47.217059,32.00,1250000
4,5,5,39.642734,47.209818,60.00,3300000
2,5,18,39.6047,47.234433,56.00,3300000
1,9,10,39.757862,47.237645,36.00,2500000
0,8,9,39.719936,47.284299,17.00,1200000
2,1,10,39.759021,47.287527,60.00,3800000
1,8,9,39.700397,47.25643,37.00,2190000
3,13,20,39.712596,47.294189,113.00,4500000
0,3,3,39.705895,47.301296,20.00,1500000
2,4,14,39.706039,47.282557,84.00,5800000
1,7,9,39.761617,47.282148,40.00,2300000
1,2,5,39.789187,47.26767,30.00,1750000
1,5,5,39.803371,47.259494,30.00,1900000
1,5,15,39.677391,47.210571,44.00,4800000
2,4,21,39.695816,47.289795,72.00,5500000
0,8,9,39.61547,47.234133,30.00,1850000
2,10,11,39.624067,47.222237,56.00,3600000
2,1,2,39.723062,47.218339,48.00,3000000
2,5,9,39.741845,47.288572,43.00,1700000
2,2,10,39.759309,47.228002,68.00,6500000
2,9,25,39.600433,47.234004,75.00,3550000
2,8,9,39.704583,47.292276,52.00,2700000
2,15,18,39.604556,47.235901,55.00,3750000
1,4,14,39.704808,47.234219,50.00,3900000
1,10,10,39.717717,47.291445,40.00,2000000
1,7,19,39.595519,47.235167,37.00,2150000
2,2,8,39.677688,47.197862,71.00,3200000
0,5,9,39.7441,47.286977,28.00,1250000
1,14,23,39.702329,47.282038,46.00,2650000
1,1,1,39.78138,47.228344,22.00,1200000
1,3,5,39.736231,47.249898,25.00,1850000
1,9,15,39.591827,47.233209,29.00,2250000
0,6,9,39.677131,47.215695,33.00,1850000
2,10,17,39.616854,47.216386,70.00,5850000
3,2,9,39.726637,47.301492,64.00,3100000
2,2,5,39.710629,47.251794,42.00,2200000
2,2,9,39.618112,47.215982,51.00,3500000
1,3,5,39.720097,47.249109,31.00,2150000
2,6,17,39.626133,47.212757,56.00,3600000
1,1,5,39.765022,47.228999,30.00,2050000
1,4,5,39.702391,47.218779,43.00,3000000
3,1,4,39.698133,47.223651,56.00,2400000
1,5,10,39.614635,47.227573,41.00,2750000
2,6,7,39.704287,47.215713,53.00,4000000
1,3,5,39.741603,47.276285,17.00,1200000
2,2,5,39.706173,47.28301,48.00,2900000
3,2,2,39.682386,47.221686,57.00,2100000
2,20,23,39.695897,47.222916,78.00,6000000
1,9,9,39.709371,47.282123,44.00,1850000
3,5,19,39.667213,47.225505,69.00,4500000
1,8,17,39.595519,47.235167,39.00,2800000
2,4,9,39.772047,47.280161,50.00,2500000
1,11,18,39.720403,47.286891,45.00,2540000
1,5,10,39.710629,47.226447,40.50,5000000
3,8,9,39.778048,47.266349,64.00,3700000
1,6,9,39.7024,47.28463,39.00,2350000
0,6,9,39.704547,47.289972,31.00,2000000
2,1,2,39.692384,47.260167,45.00,2800000
0,7,9,39.819738,47.241273,63.00,970000
1,4,5,39.679314,47.210559,17.00,1300000
2,16,16,39.753524,47.247305,80.00,4600000
1,2,9,39.665498,47.219759,30.00,2050000
2,7,10,39.627014,47.202821,57.00,4700000
0,3,9,39.633033,47.224159,31.00,1800000
1,9,16,39.754925,47.248057,45.00,3150000
2,6,10,39.764681,47.288401,56.00,3200000
3,6,15,39.677391,47.210571,125.00,10500000
1,5,9,39.634335,47.207517,38.00,2200000
1,2,10,39.744046,47.299384,38.00,2800000
1,4,9,39.724957,47.30063,33.00,1950000
3,4,18,39.709174,47.287588,110.00,8000000
2,8,9,39.721121,47.299182,48.00,2800000
2,4,9,39.736114,47.295295,50.00,2850000
2,4,9,39.710521,47.299035,51.00,3100000
1,14,23,39.701951,47.242325,44.00,3000000
2,14,16,39.734021,47.290076,56.00,3600000
3,10,21,39.741845,47.25054,82.00,5900000
2,2,5,39.633661,47.220401,50.00,2520000
1,9,20,39.626241,47.197403,40.00,2670000
2,13,21,39.706793,47.234335,70.00,4700000
1,14,19,39.701107,47.28598,54.00,4000000
1,11,20,39.741845,47.25054,42.00,2500000
2,3,5,39.64419,47.215229,45.00,2400000
2,6,16,39.74834,47.22414,67.50,6500000
1,4,5,39.706335,47.283976,33.00,1850000
3,3,5,39.752958,47.228589,71.00,4700000
1,6,9,39.765839,47.281182,31.00,1900000
3,1,10,39.696004,47.291915,68.00,3800000
1,8,9,39.61547,47.234133,30.00,1850000
4,5,5,39.704017,47.2319,93.00,5990000
1,10,18,39.618174,47.216411,37.00,2500000
0,6,9,39.703487,47.29799,23.00,1750000
2,1,10,39.764681,47.288401,55.00,3150000
2,1,6,39.755392,47.274121,45.00,2600000
2,3,9,39.632125,47.220787,48.00,2850000
3,9,17,39.590569,47.23305,72.00,4460000
5,9,10,39.635683,47.203286,180.00,7500000
2,4,10,39.764681,47.288401,62.00,3300000
2,8,10,39.742968,47.298302,54.00,2900000
3,19,21,39.621121,47.231624,76.00,4650000
1,6,13,39.621319,47.215713,38.00,2350000
1,20,21,39.597414,47.23294,46.00,3200000
2,4,5,39.633374,47.194709,46.00,2650000
4,7,17,39.721139,47.286243,92.00,5700000
2,13,17,39.631982,47.218773,69.00,5800000
2,3,9,39.694801,47.293394,52.00,2900000
1,4,9,39.711276,47.229115,39.00,3150000
3,2,2,39.746454,47.273002,48.00,2700000
2,5,9,39.753757,47.285883,47.00,2800000
3,5,6,39.756802,47.232346,140.00,6500000
3,5,5,39.692447,47.238196,57.00,2800000
1,1,14,39.728838,47.300985,61.00,4000000
1,15,22,39.591827,47.233209,43.70,2450000
1,9,10,39.744046,47.299384,42.00,2600000
1,4,5,39.727176,47.294556,40.00,1835000
2,10,28,39.621992,47.194029,56.00,2900000
2,5,6,39.776476,47.227928,62.00,3000000
2,4,4,39.776943,47.254357,57.00,3500000
5,14,20,39.731838,47.226802,180.00,16000000
2,3,5,39.638755,47.206984,46.00,3000000
2,15,17,39.598986,47.232811,50.00,2750000
2,6,9,39.716513,47.279348,55.00,3200000
3,3,5,39.740202,47.287796,67.00,3550000
1,10,17,39.595636,47.232817,40.00,2300000
1,7,10,39.629089,47.195952,39.80,2500000
3,7,16,39.718462,47.300618,75.00,3200000
1,5,5,39.737004,47.277673,31.00,1650000
2,7,10,39.701969,47.290461,52.00,3300000
3,5,9,39.704404,47.292808,65.00,3400000
5,9,10,39.635683,47.203286,140.00,10500000
2,6,16,39.719783,47.286903,48.00,3300000
1,5,10,39.749616,47.296505,42.00,2800000
1,10,14,39.704934,47.282563,47.00,2650000
3,16,17,39.629349,47.199405,87.00,6000000
1,5,19,39.632287,47.218241,44.00,1950000
1,5,5,39.710395,47.28315,32.00,2050000
1,6,25,39.600433,47.234004,41.00,2800000
1,1,1,39.72767,47.296634,13.50,850000
3,10,10,39.747685,47.296872,62.00,3550000
2,2,3,39.702158,47.22094,50.00,2500000
2,4,4,39.787713,47.26841,50.00,1800000
3,2,3,39.706973,47.218326,89.00,5300000
3,3,9,39.756506,47.273136,64.00,2900000
2,6,16,39.598986,47.232811,57.00,4250000
2,7,9,39.720591,47.297,53.30,2900000
1,15,17,39.701044,47.285999,51.00,2800000
2,4,9,39.715938,47.227714,50.00,3950000
2,1,4,39.800865,47.281145,59.00,3500000
2,3,9,39.727239,47.301614,53.00,2750000
2,12,14,39.714079,47.295937,80.00,5000000
0,2,4,39.664024,47.216098,70.00,650000
2,9,14,39.659227,47.219134,56.30,3700000
3,14,14,39.659227,47.219134,108.00,5800000
1,3,9,39.63111,47.223302,38.00,2350000
3,9,14,39.713477,47.290907,64.00,3580000
1,17,18,39.745367,47.223008,40.00,3500000
1,1,10,39.731605,47.301938,40.00,2600000
3,3,9,39.687686,47.261201,80.00,5000000
1,1,6,39.608841,47.226521,36.00,2100000
1,9,12,39.714573,47.286133,45.00,2700000
1,2,16,39.621211,47.216496,37.50,1900000
5,10,12,39.74313,47.27288,142.00,4400000
1,5,5,39.648663,47.206243,31.00,2000000
2,1,1,39.802679,47.298852,44.00,2650000
2,8,9,39.728595,47.223088,39.00,3500000
2,5,5,39.756524,47.273815,45.00,2100000
3,4,5,39.802904,47.236513,61.00,3050000
2,2,3,39.722541,47.251293,52.00,3100000
0,1,5,39.705625,47.24435,13.00,1050000
0,2,9,39.747685,47.296872,30.00,1690000
1,19,20,39.691917,47.225303,46.00,4450000
2,3,5,39.694594,47.238196,46.00,2800000
1,9,9,39.705329,47.290112,31.00,1750000
1,1,19,39.595519,47.235167,36.00,2700000
3,3,9,39.705122,47.29554,65.00,3150000
1,12,18,39.637641,47.256351,36.00,1780000
3,15,16,39.624552,47.226613,68.00,4300000
1,5,8,39.648331,47.201438,25.00,1100000
1,7,9,39.620672,47.231074,30.00,2350000
1,3,17,39.701951,47.242325,36.00,3250000
1,10,13,39.780464,47.242888,26.00,2250000
3,3,9,39.621489,47.231123,66.00,3200000
2,3,5,39.638943,47.211955,44.10,2550000
1,1,9,39.623106,47.23108,22.00,1500000
1,10,21,39.702508,47.281249,36.00,2400000
1,10,16,39.590291,47.234794,30.00,1800000
1,1,1,39.679197,47.219183,32.00,1550000
1,2,5,39.757818,47.275001,12.00,750000
3,3,10,39.83377,47.24115,64.00,3950000
2,3,9,39.726637,47.301492,51.00,2600000
3,16,20,39.706209,47.21903,100.00,7800000
3,10,10,39.745017,47.30019,75.00,3800000
0,4,5,39.70444,47.229342,77.00,1100000
2,7,10,39.716612,47.245219,52.00,3500000
1,2,17,39.602283,47.234983,27.00,1750000
1,3,17,39.60134,47.233025,37.00,1800000
1,5,5,39.713396,47.280418,30.00,1850000
3,5,5,39.657368,47.266417,60.00,3000000
1,18,23,39.702508,47.281249,45.00,3200000
3,10,12,39.714573,47.286133,78.00,4450000
1,6,10,39.618112,47.215982,34.00,2100000
2,2,17,39.686177,47.291591,58.00,3400000
4,4,9,39.705886,47.215897,95.00,6800000
0,4,5,39.740767,47.27491,18.00,1330000
3,8,10,39.623609,47.226086,63.00,4200000
1,9,9,39.671409,47.207645,33.00,2300000
0,7,9,39.716702,47.299231,31.00,1900000
2,10,17,39.755033,47.248687,79.30,4970000
2,1,23,39.628388,47.199435,56.00,4000000
1,4,6,39.650011,47.201933,24.00,1550000
0,7,9,39.741845,47.288572,18.00,950000
3,6,10,39.738225,47.293926,63.00,3250000
3,1,9,39.71619,47.28694,64.00,4000000
1,11,13,39.782773,47.242631,27.00,2250000
1,4,5,39.709838,47.22034,37.00,4300000
1,1,2,39.725802,47.219954,34.00,2000000
1,3,18,39.667213,47.225505,27.00,2000000
2,5,5,39.668193,47.265255,45.00,2250000
2,15,21,39.590569,47.23305,76.00,4090000
2,3,5,39.804153,47.236801,47.00,2900000
3,7,9,39.710638,47.292392,64.00,4100000
2,11,21,39.697208,47.28856,58.00,3400000
2,5,10,39.718516,47.265053,47.00,3400000
3,8,12,39.709497,47.290449,88.00,6250000
2,3,9,39.697091,47.291445,47.00,2700000
1,3,10,39.625783,47.213956,43.00,3000000
1,9,9,39.743319,47.296597,24.00,1580000
2,13,14,39.622028,47.226362,65.00,3700000
1,1,10,39.618273,47.215015,35.00,1900000
2,15,21,39.695816,47.289795,64.00,3700000
1,14,20,39.626241,47.197403,48.00,2800000
2,1,9,39.702805,47.296731,44.00,2500000
2,15,21,39.697487,47.288969,64.00,3900000
1,2,3,39.743139,47.319973,38.00,2100000
2,6,16,39.74039,47.302188,73.34,3999000
4,4,4,39.773493,47.258461,78.60,4450000
1,5,5,39.628918,47.210737,31.00,2100000
2,4,23,39.628388,47.199435,47.00,2900000
1,9,12,39.621319,47.215713,41.00,2680000
2,2,17,39.592959,47.23286,58.00,3950000
1,8,20,39.720403,47.286891,45.00,2570000
1,1,5,39.643031,47.211881,30.00,2060000
2,7,10,39.657619,47.262827,54.00,4000000
1,2,17,39.66636,47.226319,38.00,2400000
2,9,9,39.634111,47.224734,39.00,1900000
2,1,9,39.727239,47.301614,52.00,3150000
1,7,18,39.702356,47.293431,38.00,2100000
2,14,15,39.677391,47.210571,80.00,9000000
1,8,10,39.750002,47.299329,38.00,2180000
1,8,10,39.834345,47.240398,47.00,3000000
2,4,10,39.625882,47.224581,60.00,3800000
1,3,9,39.717411,47.226258,36.00,3650000
3,6,6,39.703056,47.279947,87.00,4800000
2,7,9,39.825901,47.23896,48.00,3100000
1,7,15,39.6047,47.234433,27.00,2500000
2,1,5,39.638943,47.211955,47.00,2400000
2,1,5,39.661383,47.263286,50.00,2400000
2,9,9,39.621103,47.208398,50.00,3500000
1,6,10,39.64436,47.255623,40.00,2600000
0,1,3,39.719621,47.251372,20.00,950000
2,2,9,39.701718,47.292948,54.00,3050000
3,2,5,39.637371,47.21343,52.00,3500000
1,8,17,39.590291,47.234794,29.00,1950000
2,6,10,39.828326,47.244576,60.00,5300000
3,10,20,39.597414,47.23294,72.00,3300000
3,2,10,39.764681,47.288401,83.00,4450000
2,9,13,39.715453,47.282521,47.00,3400000
3,6,14,39.630715,47.225744,86.00,5200000
2,2,5,39.709919,47.252822,44.00,2300000
1,4,9,39.61989,47.230914,32.00,2050000
2,1,2,39.747514,47.247366,37.00,2650000
4,3,5,39.70558,47.285009,64.00,2700000
1,12,16,39.667213,47.225505,27.00,2150000
1,8,9,39.633419,47.217947,45.00,2700000
1,6,10,39.759758,47.287606,37.00,2350000
3,3,9,39.697963,47.290662,65.00,3750000
2,4,5,39.744253,47.236281,45.00,3100000
2,14,19,39.691917,47.225303,84.00,6400000
2,5,5,39.685279,47.261023,40.50,2300000
2,1,16,39.705832,47.295368,47.00,5000000
1,1,5,39.630409,47.211765,30.00,2350000
1,21,22,39.751934,47.227023,45.00,3700000
0,4,9,39.748107,47.287447,36.00,1550000
1,5,16,39.629287,47.200715,40.00,2200000
1,2,7,39.634676,47.203446,52.00,3650000
2,2,10,39.667438,47.261867,52.00,3000000
2,8,9,39.697091,47.291445,52.00,3050000
1,15,23,39.702329,47.282038,39.00,3000000
1,1,5,39.644576,47.21384,30.00,2049000
3,12,18,39.685701,47.26405,87.00,5200000
1,8,9,39.710692,47.296524,40.00,2300000
0,1,9,39.616845,47.232634,21.00,1650000
1,7,9,39.738225,47.293926,39.00,2400000
3,6,9,39.801467,47.237773,110.00,6400000
3,10,17,39.597504,47.235142,75.00,5250000
2,1,5,39.739824,47.276945,24.00,1450000
1,15,21,39.597414,47.23294,42.00,2890000
2,18,18,39.712596,47.294189,76.00,3200000
1,6,9,39.707368,47.289911,40.00,2300000
2,6,9,39.701718,47.292948,54.00,3200000
2,3,23,39.702508,47.281249,65.00,4099000
1,2,9,39.720735,47.218638,40.00,2140000
2,6,10,39.689492,47.292673,54.00,3000000
0,3,3,39.692447,47.238196,23.00,1300000
1,3,5,39.710315,47.254271,32.00,2150000
2,8,21,39.696319,47.288658,79.00,4200000
2,8,10,39.651196,47.259458,56.00,4000000
1,4,5,39.627023,47.209267,33.00,1650000
2,3,14,39.705832,47.234457,72.00,5000000
1,5,5,39.684093,47.212151,32.00,2500000
1,2,3,39.743139,47.319973,27.00,1260000
3,3,9,39.833105,47.23978,64.00,4900000
3,9,10,39.757629,47.238538,60.00,4150000
2,4,4,39.731209,47.236874,55.00,4100000
2,6,17,39.764681,47.288401,72.00,3800000
0,2,5,39.742322,47.272238,24.00,1400000
1,5,5,39.585961,47.217653,12.60,650000
3,5,5,39.707224,47.233992,60.00,3400000
1,8,15,39.591827,47.233209,27.00,2100000
1,3,9,39.749553,47.296493,40.00,2701000
0,9,9,39.614644,47.234996,24.00,1650000
1,8,11,39.76,47.226178,47.00,4000000
3,9,10,39.752679,47.27236,84.00,3900000
2,5,9,39.709434,47.213687,64.00,6950000
2,16,20,39.590569,47.23305,73.00,4150000
3,2,5,39.712848,47.229978,60.00,3450000
2,2,14,39.707144,47.295344,61.00,4300000
0,8,9,39.720519,47.286451,24.00,1600000
1,17,17,39.619441,47.215425,44.00,2900000
2,4,5,39.773089,47.251152,57.00,2500000
1,13,25,39.702329,47.282038,60.00,4365000
1,12,14,39.742546,47.286304,35.00,2030000
1,19,22,39.697576,47.241157,54.00,3999000
1,11,17,39.686824,47.32158,36.00,2000000
1,3,16,39.602283,47.234983,29.00,2200000
0,2,9,39.635386,47.220548,24.00,1950000
1,1,5,39.643031,47.211881,30.00,2050000
1,4,5,39.793804,47.231698,28.00,1650000
2,15,16,39.74039,47.302188,73.00,4000000
1,1,4,39.735638,47.250381,24.00,1800000
1,16,23,39.702508,47.281249,37.00,1950000
1,5,15,39.677391,47.210571,44.00,4800000
1,2,4,39.743139,47.319973,32.00,1600000
2,4,16,39.74039,47.302188,74.00,4550000
1,7,10,39.683203,47.230535,33.00,2550000
1,22,22,39.759776,47.237155,45.00,3100000
1,7,10,39.620321,47.21447,47.00,3750000
3,15,16,39.698951,47.291824,84.00,5000000
1,3,15,39.705643,47.278951,39.00,2950000
1,20,20,39.626241,47.197403,50.00,2800000
1,3,9,39.627795,47.230492,38.00,2600000
3,4,5,39.714869,47.264827,52.00,4050000
1,6,21,39.741845,47.25054,47.00,3000000
3,8,9,39.70558,47.28499,60.00,2900000
2,10,23,39.705832,47.234457,72.00,4900000
2,1,5,39.702095,47.241695,43.00,2800000
1,10,10,39.628325,47.198542,38.00,2150000
1,1,6,39.69587,47.265114,19.00,1600000
1,1,3,39.725307,47.219918,17.00,1150000
1,9,15,39.78121,47.243255,29.00,1750000
1,8,10,39.69163,47.291848,49.30,4200000
1,8,17,39.730913,47.230566,45.00,3820000
1,5,5,39.732961,47.299689,30.00,2050000
3,6,19,39.701951,47.242325,105.00,6050000
1,17,17,39.598986,47.232811,29.00,2000000
1,12,14,39.725397,47.250803,51.00,2700000
2,13,22,39.701951,47.242325,62.00,5601000
2,1,5,39.61733,47.207106,46.00,2350000
2,7,18,39.750865,47.22537,55.00,6200000
2,3,9,39.767456,47.280742,54.00,2800000
2,2,9,39.740211,47.29755,54.00,2700000
3,10,12,39.714573,47.286133,78.00,4350000
1,5,5,39.662686,47.263298,33.00,1800000
3,17,18,39.730778,47.23324,100.00,11500000
2,5,5,39.724185,47.232811,51.00,3300000
1,1,5,39.705625,47.24435,15.00,1150000
2,1,9,39.760018,47.272378,48.00,2500000
2,4,5,39.647019,47.211618,46.00,2450000
2,2,9,39.75647,47.287392,37.00,1800000
1,6,18,39.711967,47.295973,45.00,3500000
1,17,17,39.592914,47.234916,38.00,2450000
1,4,18,39.640848,47.23417,38.00,2070000
3,3,9,39.621121,47.231624,65.00,3700000
2,7,17,39.598986,47.232811,56.00,3350000
1,2,19,39.691917,47.225303,45.00,4550000
1,2,5,39.717447,47.249152,32.00,2490000
1,5,17,39.728344,47.232548,60.00,7950000
3,5,6,39.708275,47.220524,123.00,6900000
3,9,14,39.707215,47.282851,110.00,9000000
2,17,20,39.626241,47.197403,60.00,2950000
2,9,10,39.758931,47.285773,60.00,3500000
2,8,10,39.622441,47.216062,59.00,4200000
1,8,14,39.717771,47.295051,38.00,2100000
3,4,9,39.729009,47.301748,63.80,3200000
2,15,18,39.711967,47.295973,85.00,4450000
1,5,5,39.665372,47.212977,30.00,2000000
0,8,9,39.755194,47.284092,17.00,1000000
1,4,5,39.717842,47.265561,14.00,850000
3,1,5,39.710916,47.282001,62.00,3300000
3,4,5,39.693831,47.238269,57.00,2800000
1,3,10,39.700406,47.295857,31.00,1900000
3,3,9,39.755194,47.284092,53.00,2300000
2,16,17,39.704988,47.235277,110.00,8900000
2,6,9,39.802311,47.284104,51.00,2750000
1,5,17,39.592914,47.234916,38.00,2400000
3,2,3,39.729152,47.227616,56.00,3100000
1,17,22,39.701951,47.242325,42.00,3200000
4,6,16,39.702751,47.233747,150.00,10300000
2,1,9,39.709542,47.297819,52.00,3100000
3,3,9,39.712992,47.279861,66.00,3100000
1,12,17,39.619441,47.215425,39.00,2800000
1,5,17,39.781012,47.242662,30.00,1700000
2,7,17,39.708293,47.283254,70.00,4595000
0,2,9,39.75647,47.287392,37.00,1800000
1,12,26,39.677688,47.197862,36.50,1650000
2,7,9,39.618857,47.214415,59.00,3200000
2,2,3,39.74136,47.273785,44.00,1950000
1,15,23,39.702329,47.282038,46.00,2190000
1,14,26,39.630194,47.200617,37.00,1800000
2,4,18,39.725397,47.250803,73.00,6000000
1,1,4,39.702481,47.21545,21.00,1900000
1,4,9,39.728155,47.300685,30.00,1700000
2,9,10,39.712947,47.299689,48.00,2700000
2,10,17,39.723619,47.302482,52.00,2850000
1,10,17,39.712075,47.292154,42.00,2800000
1,2,5,39.634676,47.206531,31.00,2100000
1,2,5,39.665543,47.262381,33.00,1800000
1,15,26,39.623142,47.194433,41.00,1800000
1,9,18,39.595636,47.232817,38.00,2190000
4,1,5,39.755895,47.250326,107.00,4800000
0,3,5,39.74313,47.27288,20.00,1200000
1,14,18,39.703928,47.29568,44.00,3150000
3,1,5,39.638791,47.21283,58.00,2900000
1,4,10,39.628325,47.198542,27.00,1600000
0,9,9,39.624696,47.213877,22.00,1900000
2,3,17,39.596588,47.234726,59.00,3500000
1,4,5,39.741603,47.276285,23.00,1620000
1,1,2,39.764483,47.228534,22.00,1400000
2,5,9,39.703667,47.296261,54.00,2900000
0,2,5,39.743723,47.272812,25.00,1450000
1,1,5,39.626843,47.207223,33.00,1900000
1,18,19,39.595519,47.235167,38.00,2650000
2,5,5,39.810728,47.240845,42.00,2200000
2,4,9,39.707368,47.289911,53.00,2760000
2,1,5,39.701421,47.253042,45.00,3100000
1,8,17,39.598429,47.234739,38.00,2300000
2,19,21,39.691917,47.225303,84.00,7100000
5,17,23,39.731838,47.226802,76.00,19500000
3,5,20,39.731838,47.226802,94.00,6950000
1,9,10,39.763612,47.287814,45.00,2650000
1,17,21,39.697208,47.28856,43.00,3450000
1,10,28,39.621992,47.194029,37.00,2150000
3,6,6,39.710252,47.22444,58.00,3900000
2,4,5,39.706506,47.285663,50.00,2700000
1,7,10,39.625217,47.222298,37.00,2500000
3,2,10,39.718516,47.265053,61.00,4550000
2,3,5,39.768184,47.254375,56.00,3199000
1,9,10,39.749616,47.296505,37.00,2700000
3,8,9,39.625442,47.22698,65.00,4400000
3,6,9,39.713108,47.229109,64.00,3750000
2,15,17,39.598986,47.232811,52.00,2690000
1,2,5,39.822927,47.237345,12.70,1200000
1,1,4,39.6547,47.203899,62.00,2800000
3,3,5,39.810998,47.23978,60.00,3150000
1,2,16,39.719406,47.286317,42.00,3100000
2,1,5,39.814124,47.240355,48.00,2150000
4,2,5,39.777652,47.274903,61.00,3700000
0,6,9,39.735944,47.302304,31.00,1880000
2,5,5,39.668193,47.265255,46.00,2200000
3,5,21,39.695816,47.289795,69.00,5495000
1,3,3,39.666441,47.195064,38.00,2000000
2,3,7,39.650011,47.201933,46.00,1980000
2,2,10,39.702005,47.285082,52.00,3200000
2,8,15,39.694801,47.293394,54.00,2900000
3,3,5,39.720088,47.249598,55.00,3250000
2,2,5,39.61733,47.207106,46.00,2390000
3,5,5,39.810603,47.237792,60.00,3550000
1,7,14,39.729009,47.301748,51.00,3450000
3,3,3,39.614797,47.228969,80.00,3500000
2,7,12,39.622441,47.216062,70.00,3800000
2,5,10,39.757961,47.288126,75.00,4600000
3,7,9,39.737596,47.231936,64.00,5100000
2,10,10,39.805653,47.279904,57.00,3300000
1,5,9,39.69498,47.292459,38.00,2400000
2,7,10,39.742888,47.299561,50.00,3200000
3,16,17,39.617824,47.21534,92.00,6500000
2,13,14,39.728838,47.300985,65.00,3300000
1,1,2,39.702751,47.228632,18.00,1400000
2,5,5,39.620699,47.210657,48.00,2400000
1,2,9,39.718067,47.285051,31.00,2000000
3,3,4,39.709398,47.235742,75.00,5200000
3,9,9,39.709264,47.29832,65.00,3200000
1,8,9,39.718292,47.288273,25.00,1700000
2,3,5,39.807063,47.236354,43.00,2350000
1,3,5,39.708401,47.251617,35.00,1990000
1,8,17,39.595519,47.235167,38.00,2450000
1,2,12,39.717968,47.234892,36.00,3500000
2,2,10,39.651089,47.258577,54.00,3900000
2,1,5,39.634919,47.204315,48.00,2250000
2,3,9,39.835252,47.240857,37.00,2200000
2,2,5,39.76433,47.229005,46.00,3300000
3,8,9,39.624085,47.231692,69.00,4150000
2,1,2,39.75691,47.230523,38.00,1250000
1,10,16,39.698951,47.291824,40.00,2700000
1,8,23,39.702508,47.281249,40.00,2900000
2,2,3,39.762138,47.241242,59.50,4000000
3,9,9,39.713486,47.288059,65.00,3450000
4,9,10,39.635683,47.203286,120.00,7900000
0,2,9,39.62493,47.200115,56.00,1050000
1,11,18,39.725397,47.250803,45.00,3500000
2,18,18,39.649454,47.214978,67.00,4400000
1,20,12,39.627149,47.199527,41.00,2200000
1,4,9,39.718947,47.284214,44.00,2250000
2,12,17,39.683203,47.230535,80.00,7450000
1,9,10,39.616135,47.225664,41.00,2690000
3,8,16,39.698133,47.29109,83.00,6300000
3,12,23,39.701951,47.242325,104.00,6000000
3,5,10,39.635296,47.203654,93.00,6900000
3,4,5,39.758249,47.276028,58.00,2700000
0,1,9,39.621121,47.231624,24.00,1450000
2,6,9,39.699095,47.289147,54.00,2850000
3,14,15,39.74534,47.297685,67.00,4390000
1,10,19,39.712596,47.294189,31.00,1900000
1,1,3,39.668094,47.19589,71.70,3700000
2,13,14,39.715219,47.296194,100.00,6300000
1,3,5,39.696463,47.237957,32.00,2250000
1,4,5,39.716486,47.264552,16.00,850000
1,3,5,39.732189,47.298821,26.00,2200000
1,10,17,39.66636,47.226319,38.00,2740000
1,1,1,39.761519,47.237431,13.00,1200000
2,9,9,39.627023,47.209267,47.00,3050000
1,5,9,39.75647,47.287392,32.00,2200000
3,3,4,39.699247,47.252858,65.00,3900000
3,5,6,39.734228,47.28963,92.00,4700000
2,3,4,39.771481,47.257831,49.00,2950000
0,8,9,39.74128,47.288994,32.00,850000
1,13,17,39.765902,47.254369,53.00,4350000
1,9,16,39.695834,47.293291,41.00,2400000
2,2,9,39.699427,47.293309,54.00,3200000
1,12,12,39.621319,47.215713,39.00,2200000
1,4,5,39.638692,47.20418,33.00,1600000
2,8,9,39.765417,47.253348,51.10,3500000
2,9,9,39.734713,47.228326,47.00,4000000
3,11,21,39.590569,47.23305,86.00,3890000
1,8,14,39.769424,47.259782,42.00,2550000
3,4,5,39.713028,47.282631,58.00,2900000
1,7,17,39.595519,47.235167,38.00,2650000
1,4,10,39.668893,47.210877,32.00,2400000
1,22,25,39.630194,47.200617,34.00,1800000
3,1,18,39.710144,47.294574,86.00,4850000
3,5,5,39.755185,47.274628,72.00,3300000
3,8,9,39.707368,47.289911,65.00,3400000
1,18,22,39.717959,47.232187,46.00,4000000
2,2,9,39.796903,47.234525,100.00,5700000
3,3,10,39.708392,47.295564,66.00,3300000
3,8,17,39.723619,47.302482,81.00,4600000
1,5,12,39.621319,47.215713,40.00,2900000
3,6,9,39.720591,47.297,57.00,3500000
3,16,20,39.695771,47.291109,95.00,6500000
2,2,9,39.66813,47.261959,51.00,3000000
2,7,20,39.691917,47.225303,71.00,6500000
2,1,10,39.632242,47.202019,60.00,3150000
1,11,17,39.694181,47.290742,48.00,3300000
1,1,5,39.643031,47.211881,29.00,2000000
0,1,2,39.75691,47.230523,30.00,1500000
1,13,19,39.691917,47.225303,42.00,3700000
2,2,4,39.702158,47.255354,60.00,3600000
2,8,18,39.711967,47.295973,82.00,4200000
2,9,15,39.714025,47.273558,68.00,4400000
2,5,5,39.82149,47.240569,47.00,2700000
3,11,16,39.61989,47.225933,106.00,6500000
1,14,23,39.702508,47.281249,37.00,3000000
3,14,22,39.701951,47.242325,104.00,6500000
1,3,5,39.795125,47.234164,31.00,1800000
3,2,5,39.787165,47.261219,64.00,2650000
2,10,10,39.631541,47.197427,52.00,2750000
2,15,21,39.756749,47.227531,53.00,3450000
2,6,10,39.742888,47.299561,80.00,4550000
1,7,18,39.638261,47.256975,42.00,2000000
